org_area_num,org_area_name,org_dirgen_num,org_dirgen_name,org_serv_num,org_serv_name,prog_num,prog_name,econ_num,descripcion,amount
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91125,AMORTIZACION PTMO.INSTITUTO DE CREDITO OFICIAL (INV. 06),1126666.68
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91303,AMORTIZACIÓN PTMO. EUROHYPO (INV.07),2000000
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91304,AMORTIZACIÓN PTMO. BBVA-DEXIA-BCL (REFINANCIACIÓN),14531119.8
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91305,AMORTIZACIÓN PTMO. BBVA (INV. 2010),164918.42
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91306,AMORTIZACIÓN PTMO. DEXIA SABADELL (INV. 2010),152232.39
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91307,AMORTIZACIÓN PTMO. SANTANDER (INV. 2010),300000
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91351,AMORTIZACION PTO BSCH (INV 2002),416582.32
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91354,AMORTIZACIÓN PTMO. CAJA MADRID,1921235.4
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91355,AMORTIZACIÓN PTMO. CAJA MADRID,809459.9
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91394,AMORTIZACIÓN PTMO. UNICAJA ( INV. 2003 ),1646773.16
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91395,AMORTIZACIÓN PTMO. CAJA MADRID ( INV. 2003 ),1100093.68
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91396,AMORTIZACIÓN PTMO. DEXIA SABADELL (INV. 2009),780609.04
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91397,AMORTIZACIÓN PTMO. BBVA (INV. 2009),780609.04
0,Deuda Pública,001,Deuda Pública,00100,Deuda Pública,1101,Deuda Publica,91398,AMORTIZACIÓN PTMO. BANESTO (INV. 2009),1500000
0,Deuda Pública,002,Partido Popular,00200,Partido Popular,91203,Grupos Politicos,48919,OTRAS TRANSFERENCIAS,276687.96
0,Deuda Pública,003,Partido Socialista Obrero Español,00300,Partido Socialista Obrero Español,91203,Grupos Politicos,48919,OTRAS TRANSFERENCIAS,157887.96
0,Deuda Pública,004,Izquierda Unida,00400,Izquierda Unida,91203,Grupos Politicos,48919,OTRAS TRANSFERENCIAS,39087.96
1,Urbanismo y Medio Ambiente,100,Área de Urbanismo y Medio Ambiente,10000,Área de Urbanismo y Medio Ambiente,15200,Vivienda,46700,CONSORCIO DE LA VIVIENDA ÁREA DE SEVILLA,94891.88
1,Urbanismo y Medio Ambiente,100,Área de Urbanismo y Medio Ambiente,10000,Área de Urbanismo y Medio Ambiente,16501,Alumbrado Público,22100,SUMINISTRO DE ENERGÍA ELÉCTRICA,7575783.24
1,Urbanismo y Medio Ambiente,100,Área de Urbanismo y Medio Ambiente,10000,Área de Urbanismo y Medio Ambiente,91200,Organos De Gobierno,49001,A EUROCITIES,15820
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,21200,EDIFICIOS Y OTRAS CONSTRUCCIONES,3800
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,21300,"REPARACIÓN MAQUINARIAS, INSTALACIONES Y UTILLAJES",23256
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,22199,OTROS SUMINISTROS. VIVEROS,81628
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,22400,PRIMAS DE SEGUROS,60000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,22699,GASTOS DIVERSOS,18000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,22701,SEGURIDAD,365000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,10000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,6524595.22
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,48901,CONVENIO MANTENIMIENTO PINO MONTANO,100000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,60300,INSTALACIÓN Y AUTOMATIZACIÓN DE REDES DE RIEGO,1400000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,60500,EQUIPAMIENTO GENERAL DE PARQUES,1600000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,60900,OTRAS INVERSIONES ÁREA EXPO DEL 29,1350000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,61301,REPOSICIÓN DE ARBOLADO,400000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17101,Conservación Y Manten. De Parques Y Jardines,61900,REUNIFICACIÓN DE VIVEROS,600000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10101,Servicio de Parques y Jardines,17202,Control Calidad Ambiental,22700,LIPASAM: SERVICIOS EXTRAORDINARIOS,6000000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,16201,Recogida Y Tratamiento De Residuos,46302,TRANSF. CTES. MANCOMUNIDAD DE LOS ALCORES,198332.03
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,17101,Conservación Y Manten. De Parques Y Jardines,46700,TRANSFERENCIA CONSORCIO DE LA CORCHUELA,153292
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,17101,Conservación Y Manten. De Parques Y Jardines,76700,TRANSFERENCIAS CONSORCIO DE LA CORCHUELA,15200
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,17201,Protección Y Mejora Del Medio Ambiente,22604,JURIDICOS,24825.4
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,17201,Protección Y Mejora Del Medio Ambiente,22699,GASTOS DIVERSOS,47500
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,17201,Protección Y Mejora Del Medio Ambiente,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP.Y PROF.,57000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,17201,Protección Y Mejora Del Medio Ambiente,48921,SUB. NOM. FUNDACIÓN NATURALIA,50000
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10103,Servicio de Protección Ambiental,32307,Programa De Erradicacion Conductas Intolerantes,48900,OTRAS TRANSFERENCIAS,22080
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10104,Servicio de Estudios y Planificación,17202,Control Calidad Ambiental,48900,OTRAS TRANSFERENCIAS,6132
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10104,Servicio de Estudios y Planificación,17203,Promoción Ambiental,48101,"PREMIOS,",3844.76
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10104,Servicio de Estudios y Planificación,17203,Promoción Ambiental,48900,OTRAS TRANSFERENCIAS,7728
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10105,Servicio especializado de la Agencia Local de la Energía,42500,Agencia Municipal De La Energia,22606,REUNIONES Y CONFERENCIAS,38240
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10105,Servicio especializado de la Agencia Local de la Energía,42500,Agencia Municipal De La Energia,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROF.,3639
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10105,Servicio especializado de la Agencia Local de la Energía,42500,Agencia Municipal De La Energia,49003,"CUOTAS ENERAGEN, ENERGIE-CITES, ANDANER Y RED ESPAÑOLA CIUDADES P",9300
1,Urbanismo y Medio Ambiente,101,Dirección Gral. de Medio Ambiente,10105,Servicio especializado de la Agencia Local de la Energía,42500,Agencia Municipal De La Energia,62300,MAQUINARIA INSTALACIONES Y UTILLAJES,12555.48
1,Urbanismo y Medio Ambiente,102,Gerencia de Urbanismo,10200,Gerencia de Urbanismo,15101,Urbanismo,41000,AL ORGANISMO AUTONOMO GERENCIA URBANISMO,20317964.58
1,Urbanismo y Medio Ambiente,102,Gerencia de Urbanismo,10200,Gerencia de Urbanismo,15101,Urbanismo,71000,AL ORGANISMO AUTONOMO GERENCIA URBANISMO,3000000
1,Urbanismo y Medio Ambiente,102,Gerencia de Urbanismo,10200,Gerencia de Urbanismo,16201,Recogida Y Tratamiento De Residuos,44905,LIPASAM: RECOGIDA RESIDUOS SOLIDOS,44289875.83
1,Urbanismo y Medio Ambiente,102,Gerencia de Urbanismo,10200,Gerencia de Urbanismo,16201,Recogida Y Tratamiento De Residuos,74400,TRANSFERENCIAS DE CAPITAL LIPASAM,4718431.2
1,Urbanismo y Medio Ambiente,102,Gerencia de Urbanismo,10200,Gerencia de Urbanismo,16301,Limpieza Viaria,44904,LIPASAM: LIMPIEZA VIARIA,49275090.57
2,Hacienda y Administración Pública,200,Área de Hacienda y Administración Pública,20000,Área de Hacienda y Administración Pública,93100,Hacienda Pública. Dirección Y  Gestón Administrativa,22699,GASTOS DIVERSOS,690356
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20100,Dirección General de Hacienda y Gestión Presupuestaria,93100,Hacienda Pública. Dirección Y  Gestón Administrativa,22610,INDEMNIZACIÓN OCUPACIÓN INMUEBLE,253586.4
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20100,Dirección General de Hacienda y Gestión Presupuestaria,93100,Hacienda Pública. Dirección Y  Gestón Administrativa,22699,GASTOS DIVERSOS,1995.02
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20100,Dirección General de Hacienda y Gestión Presupuestaria,93100,Hacienda Pública. Dirección Y  Gestón Administrativa,2269950,RECONOCIMIENTO DE CRÉDITO,2181626.7
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20100,Dirección General de Hacienda y Gestión Presupuestaria,93100,Hacienda Pública. Dirección Y  Gestón Administrativa,22706,ESTUDIOS Y TRABAJOS TECNICOS,105213.6
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20101,Intervención,93101,Intervención-fiscalizac.Contabilidad,22699,GASTOS DIVERSOS,1140
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20103,Servicio de Tesorería,93101,Intervención-fiscalizac.Contabilidad,22603,PUBLICACIÓN EN DIARIOS OFICIALES,85500
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20103,Servicio de Tesorería,93101,Intervención-fiscalizac.Contabilidad,22699,GASTOS DIVERSOS,2375
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20103,Servicio de Tesorería,93101,Intervención-fiscalizac.Contabilidad,22708,GASTOS DE RECAUDACIÓN,400000
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22000,MATERIAL DE OFICINA NO INVENTARIABLE,1140
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,950
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22201,COMUNICACIONES POSTALES,193.8
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22604,COSTAS JUDICIALES,2850
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22606,REUNIONES Y CONFERENCIAS,1504.8
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22699,GASTOS DIVERSOS,760
2,Hacienda y Administración Pública,201,Dirección Gral. De Hacienda Y Gestión Presupuestaria,20105,Tribunal Económico Administrativo,93101,Intervención-fiscalizac.Contabilidad,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,950
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13001,Direccion Y Admon. Seguridad Ciudadana,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,7191
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13001,Direccion Y Admon. Seguridad Ciudadana,13009,OTRAS RETRIBUCIONES BÁSICAS,3296.89
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13001,Direccion Y Admon. Seguridad Ciudadana,13015,PRODUCTIVIDAD,1015.92
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13001,Direccion Y Admon. Seguridad Ciudadana,13031,COMPLEMENTO DE DESTINO,3929.28
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13001,Direccion Y Admon. Seguridad Ciudadana,13032,COMPLEMENTO ESPECÍFICO,8661.04
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13001,Direccion Y Admon. Seguridad Ciudadana,13039,OTRAS RETRIBUCIONES COMPLEMENTARIAS,2184.57
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,10100,RETRIBUCIONES BÁSICAS,70324.1
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12000,SUELDOS DEL GRUPO A-1,186320.4
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12001,SUELDOS DEL GRUPO A-2,506341.44
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12003,SUELDOS DEL GRUPO C-1,10342367.28
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12004,SUELDOS DEL GRUPO C-2,79101
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12005,SUELDOS DEL GRUPO E,26326.56
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12006,TRIENIOS,2126448.24
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12009,OTRAS RETRIBUCIONES BÁSICAS,6170205.27
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12100,COMPLEMENTO DE DESTINO,5544279.72
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12101,COMPLEMENTO ESPECÍFICO,17624704.19
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,12103,OTROS COMPLEMENTOS,5934505.35
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,46071.48
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13006,ANTIGÜEDAD,7435.44
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13009,OTRAS RETRIBUCIONES BÁSICAS,26316.79
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13015,PRODUCTIVIDAD,7410.48
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13031,COMPLEMENTO DE DESTINO,23732.52
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13032,COMPLEMENTO ESPECÍFICO,80661.28
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,13039,OTRAS RETRIBUCIONES COMPLEMENTARIAS,28008.2
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13200,Seguridad Y Orden Público. Administrac. Gral.,15000,PRODUCTIVIDAD,1633465.44
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,10100,RETRIBUCIONES BÁSICAS,70324.1
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12000,SUELDOS DEL GRUPO A-1,93160.2
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12001,SUELDOS DEL GRUPO A-2,126585.36
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12003,SUELDOS DEL GRUPO C-1,34560.96
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12004,SUELDOS DEL GRUPO C-2,136629
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12006,TRIENIOS,78692.04
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12009,OTRAS RETRIBUCIONES BÁSICAS,183798.72
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12100,COMPLEMENTO DE DESTINO,225661.08
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12101,COMPLEMENTO ESPECÍFICO,500850.69
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,12103,OTROS COMPLEMENTOS,192859.16
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,84257.64
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13006,ANTIGÜEDAD,16765.32
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13009,OTRAS RETRIBUCIONES BÁSICAS,40205.04
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13015,PRODUCTIVIDAD,11249.16
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13031,COMPLEMENTO DE DESTINO,46457.76
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13032,COMPLEMENTO ESPECÍFICO,99942.12
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,13039,OTRAS RETRIBUCIONES COMPLEMENTARIAS,45842.01
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13300,Ordenac Del Trafico Y Del Estacionamiento.Administrac. Gral.,15000,PRODUCTIVIDAD,46282.92
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13400,Protección Civil. Administración Gral.,12000,SUELDOS DEL GRUPO A-1,39925.8
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13400,Protección Civil. Administración Gral.,12003,SUELDOS DEL GRUPO C-1,17280.48
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13400,Protección Civil. Administración Gral.,12004,SUELDOS DEL GRUPO C-2,93483
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13400,Protección Civil. Administración Gral.,12006,TRIENIOS,19620.84
2,Hacienda y Administración Pública,202,Dirección Gral. De Recursos Humanos,20200,Dirección General de Recursos Humanos,13400,Protección Civil. Administración Gral.,12009,OTRAS RETRIBUCIONES BÁSICAS,75344.19
