unique_key,time,from_id,from_name,area_num,area_name,entity_num,entity_name,prog_num,prog_name,concept_num,concept_name,amount
5,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,31006,BBVA-DEXIA SABADEL Y BCL (REFINANCIACION 2008),13937759.69
99,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13200,SEGURIDAD Y ORDEN PÚBLICO. ADMINISTRAC. GRAL.,12003,SUELDOS DEL GRUPO C-1,10342367.28
462,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,13032,COMPLEMENTO ESPECÍFICO,9944310.81
149,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13500,SERVICIO DE EXTINCIÓN DE INCENDIOS. ADMINISTRAC. GRAL.,12101,COMPLEMENTO ESPECÍFICO,8955171.6
1062,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60101,Dirección General Asuntos Sociales,23301,INTERV.CON PERSONAS MAYORES Y/O DISCAPACITADOS,22712,SERVICIO DE AYUDA A DOMICILIO,8268300.68
37,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10000,Área de Urbanismo y Medio Ambiente,16501,ALUMBRADO PÚBLICO,22100,SUMINISTRO DE ENERGÍA ELÉCTRICA,7575783.24
457,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,7571363.04
1065,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60101,Dirección General Asuntos Sociales,23301,INTERV.CON PERSONAS MAYORES Y/O DISCAPACITADOS,44200,APORTACION TUSSAM. TARJETA 3ª EDAD,7200000
46,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10101,Servicio de Parques y Jardines,17101,CONSERVACIÓN Y MANTEN. DE PARQUES Y JARDINES,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,6524595.22
957,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40201,Policía Local,13202,POLICIA LOCAL. SERV.GENERALES,15001,PRODUCTIVIDAD POLICÍA LOCAL,6415272.44
103,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13200,SEGURIDAD Y ORDEN PÚBLICO. ADMINISTRAC. GRAL.,12009,OTRAS RETRIBUCIONES BÁSICAS,6170205.27
53,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10101,Servicio de Parques y Jardines,17202,CONTROL CALIDAD AMBIENTAL,22700,LIPASAM: SERVICIOS EXTRAORDINARIOS,6000000
106,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13200,SEGURIDAD Y ORDEN PÚBLICO. ADMINISTRAC. GRAL.,12103,OTROS COMPLEMENTOS,5934505.35
104,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13200,SEGURIDAD Y ORDEN PÚBLICO. ADMINISTRAC. GRAL.,12100,COMPLEMENTO DE DESTINO,5544279.72
17,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91102,DEUDA PIE 2008,5268910.44
72,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10200,Gerencia de Urbanismo,16201,RECOGIDA Y TRATAMIENTO DE RESIDUOS,74400,TRANSFERENCIAS DE CAPITAL LIPASAM,4718431.2
1035,2012,SVQTOWN,Ayuntamiento de Sevilla,5,Cultura. Educación. Juventud y Deportes,50200,Instituto de la Cultura y las Artes de Sevilla,33400,DIRECCIÓN Y ADMINISTRACIÓN CULTURAL,41000,AL INSTITUTO DE LA CULTURA Y DE LAS ARTES DE SEVILLA,4681347.75
144,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13500,SERVICIO DE EXTINCIÓN DE INCENDIOS. ADMINISTRAC. GRAL.,12003,SUELDOS DEL GRUPO C-1,4423802.88
973,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40203,Servicio de Prevención. Extinción de Incendios y Salvamento,13501,SERV.EXTINCIÓN DE INCENDIOS.REPARAC.Y MANTENIMIENTO,15001,PROGRAMA DE PRODUCTIVIDAD,4276848.28
572,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20201,Servicio de Recursos Humanos,21101,PENSIONES - JUBILACIONES,16105,PENSIONES A CARGO DE LA ENTIDAD,4223652.59
461,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,13031,COMPLEMENTO DE DESTINO,4018336.8
437,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,91200,ORGANOS DE GOBIERNO,11000,RETRIBUCIONES BÁSICAS,3807857.06
455,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,12101,COMPLEMENTO ESPECÍFICO,3786992.04
459,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,13009,OTRAS RETRIBUCIONES BÁSICAS,3675318.29
932,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30111,Servicio de Consumo,43302,PROMOCIÓN COMERCIAL E INDUSTRIAL,44901,SEVILLA GLOBAL: TRANSFE. CORRIENTES,3417021.08
686,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30001,Servicio de Fiestas Mayores,33802,FIESTAS MAYORES,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,3234408.81
666,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20405,Servicio de Edificios Municipales,32102,COLEGIOS Y OTROS CENTROS EDUCATIVOS,63200,INVERSIÓN REPOSICIÓN EDF. Y OTRAS CONSTRUCCIONES,3164544.52
1022,2012,SVQTOWN,Ayuntamiento de Sevilla,5,Cultura. Educación. Juventud y Deportes,50105,Cultura. Servicio de Gestión Administrativa,33406,SUBVENCIONES DE CULTURA,45390,APORTACIÓN A R.O.S.S.,3048000
680,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20500,Agencia Tributaria de Sevilla,93201,AGENCIA TRIBUTARIA MUNICIPAL,41003,OTROS GASTOS DE RECAUDACIÓN,3040000
463,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,13039,OTRAS RETRIBUCIONES COMPLEMENTARIAS,3020941.51
70,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10200,Gerencia de Urbanismo,15101,URBANISMO,71000,AL ORGANISMO AUTONOMO GERENCIA URBANISMO,3000000
1136,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60300,Dirección General de Zonas de Especial Actuación,23110,INTERVENCIÓN CON PERSONAS  SIN HOGAR,22713,GESTIÓN CENTROS DE ACOGIDAY CECOP SOCIAL,2890209.31
938,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40100,Dirección General de Movilidad,44101,MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE,46700,CONSORCIO DE TRANSPORTE,2875962
147,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13500,SERVICIO DE EXTINCIÓN DE INCENDIOS. ADMINISTRAC. GRAL.,12009,OTRAS RETRIBUCIONES BÁSICAS,2832055.31
667,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20405,Servicio de Edificios Municipales,92012,EDIFICIOS MUNICIPALES,22100,SUMINISTRO ENERGÍA ELÉCTRICA,2812400
678,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20500,Agencia Tributaria de Sevilla,93201,AGENCIA TRIBUTARIA MUNICIPAL,41001,COBRANZA I.D. Y AUTOLIQ.,2688000
150,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13500,SERVICIO DE EXTINCIÓN DE INCENDIOS. ADMINISTRAC. GRAL.,12103,OTROS COMPLEMENTOS,2662399.98
948,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40101,Servicio de Proyectos y Obras,13302,ORDENACIÓN DE LA CIRCULACIÓN,60100,ADECUACIÓN CRUCES Y VÍAS,2619056.8
736,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30101,Servicio de Promoción y Formación Empresarial,43302,PROMOCIÓN COMERCIAL E INDUSTRIAL,76702,PALACIO DE EXPOSICIONES Y CONGRESOS,2571490.21
148,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13500,SERVICIO DE EXTINCIÓN DE INCENDIOS. ADMINISTRAC. GRAL.,12100,COMPLEMENTO DE DESTINO,2520303.48
785,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30103,Servicio de Desarrollo Local,24101,POLÍTICAS DE EMPLEO,44200,APORTACION A TUSSAM. BONO BUS SOLIDARIO,2520000
253,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,23000,ADMINSTRACIÓN GRAL. DE SERVICIOS SOCIALES.,12101,COMPLEMENTO ESPECÍFICO,2389964.09
77,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20100,Dirección General de Hacienda y Gestión Presupuestaria,93100,HACIENDA PÚBLICA. DIRECCIÓN Y  GESTÓN ADMINISTRATIVA,2269950,RECONOCIMIENTO DE CRÉDITO,2181626.7
965,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40201,Policía Local,13202,POLICIA LOCAL. SERV.GENERALES,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPR.Y PROFES.,2169445.53
102,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13200,SEGURIDAD Y ORDEN PÚBLICO. ADMINISTRAC. GRAL.,12006,TRIENIOS,2126448.24
1118,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60204,Servicio Especializado del Instituto Municipal de Asistencia Sanitaria,22200,ASISTENCIA SANITARIA A PERSONAL ( IMAS),16008,ASISTENCIA MEDICO-SANITARIA,2100000
207,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,17100,PARQUES Y JARDINES. ADMINISTRACIÓN GRAL.,13032,COMPLEMENTO ESPECÍFICO,2088695.84
947,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40101,Servicio de Proyectos y Obras,13302,ORDENACIÓN DE LA CIRCULACIÓN,22709,MANTENIMIENTO SEÑALIZACIÓN TRÁFICO,2041309.25
679,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20500,Agencia Tributaria de Sevilla,93201,AGENCIA TRIBUTARIA MUNICIPAL,41002,COBRANZA MULTAS Y SANCIONES,2005032.8
20,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91303,AMORTIZACIÓN PTMO. EUROHYPO (INV.07),2000000
672,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20405,Servicio de Edificios Municipales,92012,EDIFICIOS MUNICIPALES,22200,TELEFONICAS,1956294.82
941,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40101,Servicio de Proyectos y Obras,13301,TRAFICO Y TRANSPORTES,21300,CONSERVA. MAQUINARIA. INSTAL. Y UTILLAJE,1928483.31
26,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91354,AMORTIZACIÓN PTMO. CAJA MADRID,1921235.4
934,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30500,Consorcio de Turismo,43201,CONSORCIO DE TURISMO,46700,TRANSFERENCIA A CONSORCIO DE TURISMO,1889378.4
513,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92400,PARTICIPACIÓN CIUDADANA ADMINISTRACIÓN GENERAL.,12101,COMPLEMENTO ESPECÍFICO,1876351.5
946,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40101,Servicio de Proyectos y Obras,13302,ORDENACIÓN DE LA CIRCULACIÓN,2130050,RECONOCIMENTO DE CRÉDITO CONSERVA. MAQUINARIA. INSTAL. Y UTILLAJE,1839390.94
305,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,31300,ACCIONES PÚBLICAS RELATIVAS A LA SALUD,12101,COMPLEMENTO ESPECÍFICO,1828438.97
933,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30111,Servicio de Consumo,49103,TELEVISIÓN  Y RADIO MUNICIPAL,44906,DESEVILLA DIGITAL UNO TV,1800000
202,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,17100,PARQUES Y JARDINES. ADMINISTRACIÓN GRAL.,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,1700702.52
28,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91394,AMORTIZACIÓN PTMO. UNICAJA ( INV. 2003 ),1646773.16
114,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13200,SEGURIDAD Y ORDEN PÚBLICO. ADMINISTRAC. GRAL.,15000,PRODUCTIVIDAD,1633465.44
436,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,91200,ORGANOS DE GOBIERNO,10000,RETRIBUCIONES BÁSICAS,1627455.06
454,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,12100,COMPLEMENTO DE DESTINO,1603788.24
49,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10101,Servicio de Parques y Jardines,17101,CONSERVACIÓN Y MANTEN. DE PARQUES Y JARDINES,60500,EQUIPAMIENTO GENERAL DE PARQUES,1600000
935,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30500,Consorcio de Turismo,43201,CONSORCIO DE TURISMO,76700,TRANSFERENCIA A CONSORCIO DE TURISMO,1600000
0,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,31000,INTERESES OPERACIONES DE TESORERIA,1562916.67
32,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91398,AMORTIZACIÓN PTMO. BANESTO (INV. 2009),1500000
48,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10101,Servicio de Parques y Jardines,17101,CONSERVACIÓN Y MANTEN. DE PARQUES Y JARDINES,60300,INSTALACIÓN Y AUTOMATIZACIÓN DE REDES DE RIEGO,1400000
50,2012,SVQTOWN,Ayuntamiento de Sevilla,1,Urbanismo y Medio Ambiente,10101,Servicio de Parques y Jardines,17101,CONSERVACIÓN Y MANTEN. DE PARQUES Y JARDINES,60900,OTRAS INVERSIONES ÁREA EXPO DEL 29,1350000
453,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,12009,OTRAS RETRIBUCIONES BÁSICAS,1340454.16
456,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,12103,OTROS COMPLEMENTOS,1336145.9
247,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,23000,ADMINSTRACIÓN GRAL. DE SERVICIOS SOCIALES.,12001,SUELDOS DEL GRUPO A-2,1242838.08
596,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20201,Servicio de Recursos Humanos,92094,GRATIFICACIONES DE PERSONAL,15101,GRATIFICACIONES ESPECIALES P.FUNCIONARIO,1237800
460,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,13015,PRODUCTIVIDAD,1191790.56
252,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,23000,ADMINSTRACIÓN GRAL. DE SERVICIOS SOCIALES.,12100,COMPLEMENTO DE DESTINO,1140666.36
402,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,43000,ADMON. GENERAL COMERCIO TURISMO Y PYMES,12101,COMPLEMENTO ESPECÍFICO,1133604.39
19,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91125,AMORTIZACION PTMO.INSTITUTO DE CREDITO OFICIAL (INV. 06),1126666.68
333,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,33000,ADMINISTRACIÓN GENERAL DE CULTURA,12101,COMPLEMENTO ESPECÍFICO,1114743.05
375,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,33800,ADMINISTRACIÓN GENERAL FIESTAS MAYORES Y FESTEJOS,12101,COMPLEMENTO ESPECÍFICO,1107761.33
29,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91395,AMORTIZACIÓN PTMO. CAJA MADRID ( INV. 2003 ),1100093.68
1075,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60103,Subvenciones Asuntos Sociales,23301,INTERV.CON PERSONAS MAYORES Y/O DISCAPACITADOS,1430060,PERSONAL LEY DE DEPENDENCIA,1071251.94
955,2012,SVQTOWN,Ayuntamiento de Sevilla,4,Seguridad y Movilidad,40105,Servicio especializado del Instituto del Taxi,44103,INSTITUTO DEL TAXI,77001,RESCATE DE LICENCIAS,1030281
632,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20401,Servicio de Gobierno Interior,13202,POLICIA LOCAL. SERV.GENERALES,20400,ARRENDTO. MATERIAL DE TRANSPORTE,1013867.28
936,2012,SVQTOWN,Ayuntamiento de Sevilla,3,Empleo. Economía. Fiestas mayores y Turismo,30600,Oficina de Relaciones Externas,91200,ORGANOS DE GOBIERNO,48924,OFICINA DE RELACIONES EXTERIORES,1000000
665,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20405,Servicio de Edificios Municipales,32102,COLEGIOS Y OTROS CENTROS EDUCATIVOS,22701,SEGURIDAD,985000
1069,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60103,Subvenciones Asuntos Sociales,23105,ATENCIÓN PRIMARIA CON POBLACIÓN EN GENERAL,1430060,OTRO PERSONAL,973177.98
172,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,16400,CEMENTERIO.- ADMINISTRAC. GENERAL,13032,COMPLEMENTO ESPECÍFICO,971585.58
1085,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60201,Servicio de la Mujer,23202,PROMOCIÓN DE LA MUJER,14300,OTRO PERSONAL,956887.1
146,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,13500,SERVICIO DE EXTINCIÓN DE INCENDIOS. ADMINISTRAC. GRAL.,12006,TRIENIOS,931088.04
206,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,17100,PARQUES Y JARDINES. ADMINISTRACIÓN GRAL.,13031,COMPLEMENTO DE DESTINO,919404.96
447,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,12000,SUELDOS DEL GRUPO A-1,918293.4
1023,2012,SVQTOWN,Ayuntamiento de Sevilla,5,Cultura. Educación. Juventud y Deportes,50105,Cultura. Servicio de Gestión Administrativa,33406,SUBVENCIONES DE CULTURA,46700,A CONSORCIO TEATRO MAESTRANZA,913331.77
251,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,23000,ADMINSTRACIÓN GRAL. DE SERVICIOS SOCIALES.,12009,OTRAS RETRIBUCIONES BÁSICAS,899916.87
646,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20401,Servicio de Gobierno Interior,92013,PARQUE MÓVIL Y TALLERES,22103,SUMTRO. COMBUSTIBLES Y CARBURANTES,886000
520,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92400,PARTICIPACIÓN CIUDADANA ADMINISTRACIÓN GENERAL.,13032,COMPLEMENTO ESPECÍFICO,885311.43
312,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,31300,ACCIONES PÚBLICAS RELATIVAS A LA SALUD,13032,COMPLEMENTO ESPECÍFICO,878109.27
304,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,31300,ACCIONES PÚBLICAS RELATIVAS A LA SALUD,12100,COMPLEMENTO DE DESTINO,846538.32
254,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,23000,ADMINSTRACIÓN GRAL. DE SERVICIOS SOCIALES.,12103,OTROS COMPLEMENTOS,819937.35
204,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,17100,PARQUES Y JARDINES. ADMINISTRACIÓN GRAL.,13009,OTRAS RETRIBUCIONES BÁSICAS,816601.21
622,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20301,Servicio de Patrimonio,93300,GESTIÓN DEL PATRIMONIO,2269950,RECONOCIMIENTO CRÉDITO OCUPACIÓN INMUEBLE CHARLIES-DETEA,815521.67
1043,2012,SVQTOWN,Ayuntamiento de Sevilla,6,Familia. Asuntos Sociales y Zonas de Especial Actuación,60101,Dirección General Asuntos Sociales,23104,INTERVENCIÓN CON LA INICIATIVA SOCIAL,48900,OTRAS TRANSF. SEVILLA SOLIDARIA/PROG. DE ACCIÓN SOCIAL,813000
27,2012,SVQTOWN,Ayuntamiento de Sevilla,0,Deuda Pública,100,Deuda Pública,1101,DEUDA PUBLICA,91355,AMORTIZACIÓN PTMO. CAJA MADRID,809459.9
450,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92000,ADMINISTRACIÓN GENERAL,12004,SUELDOS DEL GRUPO C-2,783819
512,2012,SVQTOWN,Ayuntamiento de Sevilla,2,Hacienda y Administración Pública,20200,Dirección General de Recursos Humanos,92400,PARTICIPACIÓN CIUDADANA ADMINISTRACIÓN GENERAL.,12100,COMPLEMENTO DE DESTINO,783022.8
